item,itemLabel,startDate,endDate,psid
Q1773638,Olu Falae,1990,1990,Q1773638-9FDD4392-2404-4135-9B28-7D33880CAC55
Q21500792,Kemi Adeosun,2015-11-11,2018-09-14,Q21500792-c97459f3-4767-7fa4-6a3f-2d40edecba45
Q23541000,James Oluleye,1977,1979,Q23541000-e5cc3136-4284-b9e3-19c1-a02f96e439cc
Q27063049,Alhaji Abubakar Alhaji,1990,1991,Q27063049-aa1ae7b0-432f-fbca-d82e-0d0aab2b91c0
Q289350,Ngozi Okonjo-Iweala,2003-07-15,2006-06-21,Q289350-4E97CD3F-84B2-4058-8F67-5B0515608650
Q289350,Ngozi Okonjo-Iweala,2011-08-17,2015-05-29,Q289350-6d6cfe02-4eb3-4234-093d-c92ad4eecbcb
Q3510785,Nenadi Usman,2006-07,2007-05,Q3510785-889CBA9F-C071-4ACB-AA53-A4E3A5D064F2
Q380668,Shehu Shagari,1971,1975,Q380668-B28B8D5E-4DE4-4268-9871-725C9FE9840E
Q3914988,Adamu Ciroma,1999-06,2003-05,Q3914988-77827BB8-D0AA-4E21-AA68-8B01A1D302F1
Q42559242,Zainab Ahmed,2018-09,,Q42559242-765d441b-467e-f1d4-fe5c-b8118aa81cb9
Q4746477,Aminu Saleh,1993,1993,Q4746477-A01B866F-2F99-42C4-97A8-03C836938CE6
Q5445884,Festus Okotie-Eboh,1957,1966-01-15,Q5445884-056818f7-4f0c-7e8b-de96-5feee3ddb141
Q55585074,Ismaila Usman,1998,1999,Q55585074-eb05c33a-4a44-fb19-3593-53450de133fb
Q55604042,Anthony Ani,1994,1998,Q55604042-a0b10bea-4d1c-3c74-78c6-219b51b6b91d
Q55639445,Chu Okongwu,1986,1990,Q55639445-7a79d32d-48ec-515a-6eb0-366fd798a3aa
Q55819514,Kalu Idika Kalu,1993,1994,Q55819514-07f34e01-407a-b6b1-cd5f-d54fe368612c
Q55819514,Kalu Idika Kalu,1985,1986,Q55819514-a3e88835-4727-720b-de68-6b0b83945020
Q56282912,Sunday Essang,1979,1983,Q56282912-a81efa4b-42be-2e9d-dfa6-55d584d40e1c
Q60736412,Asumoh Ete Ekukinam,1976,1977,Q60736412-C88EEB85-6E40-43FF-9AF4-80B4013EF3A6
Q6751897,Mansur Muhtar,2008-12-17,2010-03-17,Q6751897-48008804-4194-efd8-0453-8059e6876ffd
Q7088859,Olusegun Olutoyin Aganga,2010-04-06,2011-06,Q7088859-44B672BC-7F32-426F-BB3F-8DF89496149E
Q7091700,Onaolapo Soleye,1984,1985,Q7091700-690371B6-A6D8-4EDC-A094-C89E1E56AC43
Q7487781,Shamsuddeen Usman,2007-06,2008-12,Q7487781-D2419484-1299-478C-8EC5-56323D678C1E
Q960892,Obafemi Awolowo,1967,1971,Q960892-D039E2A6-C43B-444D-BD40-11196948ABE7
