wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q101245550,Mohammed H. Abdullahi,Mohammed Hassan Abdullahi,male,1968-04-21,11,https://www.osgf.gov.ng/ministries,2022-06-18,Q109661479,Minister of Environment,2022-04-06,Q101245550-58d4d5f6-46eb-3fc5-8fdd-70263bb277ce
Q101693651,Zubairu Dada,Zubairu Dada,male,1952-03-28,11,https://www.osgf.gov.ng/ministries,2021-11-21,Q109661385,Minister of State Foreign Affairs,2021-08-21,Q101693651-9E36CA15-D2F9-4086-8434-C96A85D80B46
Q107453260,Clem Ikanade Agba,Clement Agba,male,1964-01-01,9,https://www.osgf.gov.ng/ministries,2021-08-10,Q108036022,Minister of Budget and National Planning,2021-08-21,Q107453260-B1D6C7FF-81AF-4D6B-B06F-E59A84B87821
Q107491747,Omotayo Alasuadura,Omotayo Alasoadura,male,1949-01-01,9,https://www.osgf.gov.ng/ministries,2022-03-03,Q111079659,Minister of State for Niger Delta,2019-09-24,Q107491747-85B1E13C-26E4-4D4D-87B2-17C0233695BE
Q108704107,Mohammed Maigari Dangyadi,Mohammed Maigari Dingyadi,male,1953-01-01,9,https://www.osgf.gov.ng/ministries,2021-11-21,Q109661675,Minister of Police Affairs,2019-08-21,Q108704107-AC25D2D5-19FC-44DD-9190-98CFFF4F2DC3
Q109252006,Mohammad Mahmood Abubakar,Muhammad Mahmood Abubakar,male,,,https://www.osgf.gov.ng/ministries,2022-06-18,Q109661491,Minister of Agriculture and Rural Development,2021-09-01,Q109252006-3281F3A6-8E4D-4516-BA70-74594651349D
Q109661629,Abubakar D. Aliyu,Abubakar D. Aliyu,male,,,,,Q108036501,Minister of Power,2021-09-01,Q109661629-728a6cf9-496b-1412-cb89-9fee53b4f246
Q111079726,Mu'azu Jaji Sambo,Muazu Sambo,male,,,https://www.osgf.gov.ng/ministries,2022-06-18,Q111079722,Minister of State for Works and Housing,2021-12-24,Q111079726-0B79D64E-3587-44A5-ACB2-6BEC896851B0
Q13140763,Otunba Adeniyi Adebayo,Niyi Adebayo,male,1958-01-01,9,https://www.osgf.gov.ng/ministries,2021-11-21,Q109661459,"Minister of Industry, Trade and Investment",2019-08-21,Q13140763-2B609A8D-8E5C-45E0-9414-9005F2CAF873
Q19561129,Lai Mohammed,Lai Mohammed,male,1951-12-06,11,https://www.osgf.gov.ng/ministries,2021-08-10,Q108037314,Minister of Information and Culture,2015-11-01,Q19561129-2BD8EE78-6F31-4DAC-8CE2-C5FCCB35361B
Q19667657,Festus Keyamo,Festus Keyamo,male,1970-01-21,11,https://www.osgf.gov.ng/ministries,2022-03-03,Q111079660,"Minister of State, Labour",2019-09-24,Q19667657-15FDFE37-FBFF-4B35-BDF4-B79F63F547C6
Q20195461,Sadiya Umar Faruk,Sadiya Umar Farouq,female,1974-11-05,11,https://www.osgf.gov.ng/ministries,2021-11-21,Q109661410,"Minister of Humanitarian Affairs, Disaster Management and Social Development",2019-08-21,Q20195461-6AB3F02E-C913-49A2-90B1-0CD86047CE25
Q21467394,Geoffrey Onyeama,Geoffrey Onyeama,male,1956-02-02,11,https://www.osgf.gov.ng/ministries,2021-08-10,Q3354633,Minister of Foreign Affairs,2015-01-01,Q21467394-136cc5e7-48bc-ce01-ef4b-55e8e52a93c4
Q23714146,Abubakar Malami,Abubakar Malami,male,1967-04-17,11,https://www.osgf.gov.ng/ministries,2021-08-10,Q108035665,Attorney General of the Federation (AGF),2015-11-11,Q23714146-D0F7271A-43E4-419B-82ED-843DF14B350A
Q23714146,Abubakar Malami,Abubakar Malami,male,1967-04-17,11,https://www.osgf.gov.ng/ministries,2021-08-10,Q108035668,Minister of Justice,2015-11-11,Q23714146-E4BEA3BD-FEE2-4310-B4A7-B50B35E52681
Q27830470,Pauline Tallen,Pauline Tallen,female,1959-01-08,11,https://www.osgf.gov.ng/ministries,2021-08-10,Q108037288,Minister of Women Affairs and Social Development,2021-08-21,Q27830470-50261562-53EE-4F67-B91F-044288E5F844
